,id_Article,domaine,numero_loi,numero_decret,numero_arrete,declaration,numero_article,titre,date_signature,division_partie,division_livre,division_titre,division_sous_titre,division_chapitre,division_section,division_sous_section,section_application,loyer,type_terrain,region,ville,localite,categorie,type_habitation,contenu
960,961,,2009-23,2010-99,,0,185,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION IV : GARANTIES D’ACHÈVEMENT ET DE REMBOURSEMENT,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"La garantie d’achèvement résulte également :
si la vente porte sur une maison individuelle, dont les fondations sont achevées et à condition que les versements prévus n’excèdent pas au total: vingt pour cent du prix à l’achèvement des fondations, quarante cinq pour cent à la mise hors d’eau ; quatre vingt cinq pour cent à l’achèvement de la maison. Le solde est payé ou consigné comme il est dit pour le solde prévu à l’article R.182 Lorsque la maison fait partie d’un ensemble de plus de vingt maisons et que son utilisation implique celle d’équipements extérieurs communs, le bénéfice des dispositions ci-dessus du présent article est subordonné soit à la réalisation préalable des équipements nécessaires à l’utilisation de la maison vendue, soit à l’existence pour ces derniers de la garantie d’achèvement prévue par l’article R. 183. L’exécution des équipements ci-dessus est établie par certificat d’une personne qualifiée à cet effet ;
si la vente est réalisée par une société d’économie mixte de construction agréée à cet effet par le Ministre chargé du Commerce et le Ministre chargé de la Construction ou dont une collectivité locale détient au moins trente cinq pour cent du capital social."
961,962,,2009-23,2010-99,,0,186,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION IV : GARANTIES D’ACHÈVEMENT ET DE REMBOURSEMENT,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Pour l’application des dispositions du présent code, le contrat doit préciser:
que l’acheteur reconnaît être averti de la teneur desdites garanties ;
que le vendeur tient à tout moment à la disposition de l’acheteur justification de ces garanties, en l’étude du notaire ayant reçu l’acte de vente. Les justifications sont constituées :
en ce qui concerne le montant du prix des ventes déjà conclues, par une attestation du notaire ;
en ce qui concerne les crédits confirmés ou les fonds propres, par une attestation délivrée par une banque ou un établissement financier habilité à faire des opérations de crédit immobilier."
962,963,,2009-23,2010-99,,0,187,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION IV : GARANTIES D’ACHÈVEMENT ET DE REMBOURSEMENT,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"La garantie d’achèvement donnée par les établissements indiqués revêt la forme :
soit lors d’une ouverture de crédit par laquelle celui qui l’a consentie s’oblige à avancer au vendeur ou à payer pour son compte les sommes nécessaires à l’achèvement de l’immeuble. Cette convention doit stipuler au profit de l’acquéreur ou sous-acquéreur le droit d’en exiger l’exécution ;
soit lors d’une convention de cautionnement aux termes de laquelle la caution s’oblige envers l’acquéreur, solidairement avec le vendeur, à payer les sommes nécessaires à l’achèvement de l’immeuble.
Les versements effectués par les établissements garants au titre des a et b ci-dessus sont réputés faits dans l’intérêt de la masse des créanciers."
963,964,,2009-23,2010-99,,0,188,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION IV : GARANTIES D’ACHÈVEMENT ET DE REMBOURSEMENT,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"La garantie de remboursement revêt la forme d’une convention de cautionnement aux termes de laquelle la caution s’oblige envers l’acquéreur, solidairement avec le vendeur, à rembourser les versements effectués par l’acquéreur au cas de résolution amiable ou judiciaire de la vente pour cause de défaut d’achèvement."
964,965,,2009-23,2010-99,,0,189,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION IV : GARANTIES D’ACHÈVEMENT ET DE REMBOURSEMENT,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Le vendeur et le garant ont la faculté, au cours de l’exécution du contrat de vente, de substituer la garantie d’achèvement à la garantie de remboursement ou inversement, à la condition que cette faculté ait été prévue au contrat de vente. Cette substitution doit être notifiée à l’acquéreur."
965,966,,2009-23,2010-99,,0,190,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION IV : GARANTIES D’ACHÈVEMENT ET DE REMBOURSEMENT,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"La garantie d’achèvement ou de remboursement prend fin à l’achèvement de l’immeuble. Cet achèvement résulte soit de la déclaration certifiée par un homme de l’art, soit de la constatation par une personne désignée dans les conditions prévues par le présent code."
966,967,,2009-23,2010-99,,0,191,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION V : CONTRAT PRÉLIMINAIRE,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Le contrat préliminaire doit indiquer la surface habitable approximative de l’immeuble faisant l’objet de ce contrat, le nombre de pièces principales et l’énumération des pièces de service, dépendances et dégagements. S’il s’agit d’une partie d’immeuble, le contrat doit en outre préciser la situation de cette partie dans l’immeuble.
La qualité de la construction est suffisamment établie par une note technique sommaire indiquant la nature et la qualité des matériaux et des éléments d’équipement. Si le contrat porte sur une partie
d’immeuble, cette note technique doit contenir également l’indication des équipements collectifs qui présentent une utilité pour la partie d’immeuble vendue.
Cette note technique doit être annexée au contrat."
967,968,,2009-23,2010-99,,0,192,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION V : CONTRAT PRÉLIMINAIRE,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Le contrat doit également indiquer :
le prix prévisionnel de vente et, le cas échéant, les modalités de sa révision dans les limites et conditions prévues au présent code ;
la date à laquelle la vente pourra être conclue ;
s’il y a lieu, les prêts que le réservant déclare qu’il fera obtenir au réservataire ou dont il lui transmettra le bénéfice en précisant le montant de ces prêts, leurs conditions et le nom du prêteur."
968,969,,2009-23,2010-99,,0,193,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION V : CONTRAT PRÉLIMINAIRE,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,Le contrat préliminaire est établi par écrit. Un exemplaire doit en être remis au réservataire avant tout dépôt de fonds. Il doit obligatoirement reproduire les dispositions des articles prévus à cet effet.
969,970,,2009-23,2010-99,,0,194,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION V : CONTRAT PRÉLIMINAIRE,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,Le montant du dépôt de garantie ne peut excéder cinq pour cent du prix prévisionnel de vente si le délai de réalisation de la vente n’excède pas un an. Ce pourcentage est limité à deux pour cent si ce délai n’excède pas deux ans. Aucun dépôt ne peut être exigé si ce délai excède deux ans.
970,971,,2009-23,2010-99,,0,195,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION V : CONTRAT PRÉLIMINAIRE,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,Le dépôt de garantie est fait à un compte spécial ouvert au nom du réservataire dans une banque ou un établissement spécialement habilité à cet effet ou chez un notaire. Les dépôts des réservataires des différents locaux composant un même immeuble ou un même ensemble immobilier peuvent être groupés dans un compte unique spécial comportant une rubrique par réservataire.
971,972,,2009-23,2010-99,,0,196,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION V : CONTRAT PRÉLIMINAIRE,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,Le réservant doit notifier au réservataire le projet d’acte de vente un mois au moins avant la date de la signature de cet acte.
972,973,,2009-23,2010-99,,0,197,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION V : CONTRAT PRÉLIMINAIRE,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Le dépôt de garantie est restitué, sans retenue ni pénalité, au réservataire :
si le contrat de vente n’est pas conclu du fait du vendeur dans le délai prévu au contrat préliminaire ;
si le prix de vente excède de plus de cinq pour cent le prix prévisionnel, révisé le cas échéant conformément aux dispositions du contrat préliminaire. Il en est ainsi quelles que soient les autres causes de l’augmentation du prix, même si elles sont dues à une augmentation de la consistance de l’immeuble ou à une amélioration de sa qualité ;
si le ou les prêts prévus au contrat préliminaire ne sont pas obtenus ou transmis ou si leur montant est inférieur de dix pour cent aux prévisions dudit contrat ;
si l’un des éléments d’équipement prévus au contrat préliminaire ne doit pas être réalisé ;
si l’immeuble ou la partie d’immeuble ayant fait l’objet du contrat présente dans sa consistance ou dans la qualité des ouvrages prévus une réduction de valeur supérieure à dix pour cent.
Dans les cas prévus au présent article, le réservataire notifie sa demande de remboursement au vendeur et au dépositaire par lettre. Sous réserve de la justification par le déposant de son droit à restitution, le remboursement intervient dans le délai maximum de trois mois à dater de cette demande."
973,974,,2009-23,2010-99,,0,198,,2010-01-27,,LIVRE II : DISPOSITIONS APPLICABLES AUX CONSTRUCTEURS,TITRE V : VENTES D’IMMEUBLES À CONSTRUIRE,,,SECTION V : CONTRAT PRÉLIMINAIRE,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,Les ventes à terme ou en l’état futur d’achèvement prévues au premier alinéa de l’article L. 129 sont celles qui auront été conclues conformément aux dispositions des articles L. 123 et L. 124 du présent code.
974,975,,2009-23,2010-99,,0,199,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE PREMIER : DISPOSITIONS PÉNALES CHAPITRE PREMIER : SANCTIONS PÉNALES,,,SECTION PREMIÈRE : DISPOSITIONS GENERALES,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Sera puni d’une amende de cinq cent mille à un million de francs CFA et d’une peine de un à deux mois d’emprisonnement le maître de l’ouvrage ou son mandataire qui aura entrepris ou poursuivi des travaux sans avoir fait procéder au contrôle technique dans le cas où celui-ci est obligatoire.
En cas de récidive, la peine d’amende sera portée à deux millions de francs CFA et l’emprisonnement à deux mois."
975,976,,2009-23,2010-99,,0,200,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE PREMIER : DISPOSITIONS PÉNALES CHAPITRE PREMIER : SANCTIONS PÉNALES,,,SECTION II : IMMEUBLES DE GRANDE HAUTEUR,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Toute infraction aux dispositions relatives à l’obligation du propriétaire d’un immeuble à grande hauteur de se conformer aux normes de sécurité exigées est punie d’une peine d’amende de cinq cent mille (500.000) à un million (1.000.000)F.CFA et/ou d’un emprisonnement d’un mois et, en cas de récidive, d’un emprisonnement de deux mois.
Est puni des mêmes peines tout propriétaire qui fait occuper totalement ou partiellement un immeuble sans qu’il soit constaté le respect des prescriptions de sécurité. Dans ce cas, l’amende est appliquée autant de fois qu’il y a eu de journées d’occupation de l’immeuble sans autorisation."
976,977,,2009-23,2010-99,,0,201,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE PREMIER : DISPOSITIONS PÉNALES CHAPITRE PREMIER : SANCTIONS PÉNALES,,,SECTION II : IMMEUBLES DE GRANDE HAUTEUR,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Toute infraction aux dispositions relatives à l’obligation pour le propriétaire d’assister aux visites de contrôle prévues lors de la construction est punie d’une peine d’amende de cinq cent mille (500.000) à un million (1.000.000) F.CFA.
En cas de récidive la peine d’amende peut être portée à deux millions (2.000.000)."
977,978,,2009-23,2010-99,,0,202,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE PREMIER : DISPOSITIONS PÉNALES CHAPITRE PREMIER : SANCTIONS PÉNALES,,,SECTION II : IMMEUBLES DE GRANDE HAUTEUR,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Ceux qui mettent obstacle à l’exécution des fonctions incombant, en application des dispositions du présent chapitre, aux membres de la Commission Régionale de la Protection Civile et à ceux de la Commission Technique interministérielle des immeubles de grande hauteur sont punis des peines prévues aux articles ci-dessus."
978,979,,2009-23,2010-99,,0,203,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE PREMIER : DISPOSITIONS PÉNALES CHAPITRE PREMIER : SANCTIONS PÉNALES,,,SECTION III : IMMEUBLES RECEVANT DU PUBLIC,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Tout constructeur, propriétaire, exploitant d’un établissement soumis aux dispositions du présent chapitre qui contrevient aux dispositions du règlement en vigueur, est puni d’une peine d’amende de cinq cent mille (500.000) à un million (1.000.000) F.CFA.
Est puni des mêmes peines, tout constructeur, propriétaire, exploitant qui ouvre un établissement au public sans les visites de contrôle et sans l’autorisation d’ouverture. Dans ces deux cas, l’amende est appliquée autant de fois qu’il y a de journées d’ouverture sans visite de contrôle, sans autorisation ou sans déclaration d’ouverture."
979,980,,2009-23,2010-99,,0,204,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE PREMIER : DISPOSITIONS PÉNALES CHAPITRE PREMIER : SANCTIONS PÉNALES,,,SECTION III : IMMEUBLES RECEVANT DU PUBLIC,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Quiconque fait obstacle à l’exercice du droit de visite prévu lors de la construction est puni d’une peine d’amende de cinq cent mille (500.000) à un million (1.000.000) FCFA. En cas de récidive, la peine d’amende peut être portée à deux millions (2.000.000) FCFA.
Est puni des mêmes peines tout propriétaire ou exploitant qui refuse d’assister aux visites des Commissions compétentes ou qui ne tient pas de registre de sécurité où sont mentionnés l’état du personnel, les dates des différentes visites, les dates des travaux d’aménagement ou de transformation, les diverses consignes etc."
980,981,,2009-23,2010-99,,0,205,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE PREMIER : DISPOSITIONS RELATIVES AUX CONTROLES DES BATIMENTS MENAÇANT RUINE,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Lorsqu’il est constaté un état des murs, bâtiments ou édifices susceptibles de justifier le recours à la procédure prévue à l’article L 139, la collectivité locale concernée est tenue d’informer, en joignant tous éléments utiles en sa possession, le propriétaire et les titulaires de droits réels immobiliers et les inviter à présenter leurs observations dans un délai qu’il fixe et qui ne peut être inférieur à un mois."
981,982,,2009-23,2010-99,,0,206,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE PREMIER : DISPOSITIONS RELATIVES AUX CONTROLES DES BATIMENTS MENAÇANT RUINE,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"A la suite de la mise en demeure en application de l’article L140, si la Collectivité locale constate la réalisation des travaux prescrits ainsi que leur date d’achèvement, elle peut faire prononcer la main levée de péril et, le cas échéant, de l’interdiction d’habiter et d’utiliser les lieux.
L’arrêté est publié à la conservation foncière dont dépend l’immeuble pour chacun des locaux, à la diligence du propriétaire et à ses frais.
Lorsque l’arrêté de péril n’a pas été exécuté dans le délai fixé, la collectivité locale met en demeure le propriétaire d’y procéder dans un délai qu’elle fixe et qui ne peut être inférieur à un mois.
A défaut de réalisation des travaux dans le délai imparti, la Collectivité locale concernée, par décision motivée, fait procéder d’office à leur exécution. Elle peut également faire procéder à la démolition prescrite."
982,983,,2009-23,2010-99,,0,207,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"La délivrance de la carte de syndic de copropriété professionnel est sollicitée chaque année par la personne physique ou par le ou les représentants légaux ou statuaires de la personne morale, qui en font la demande.
Lorsque la demande est faite par une personne physique, elle mentionne l’état civil, la profession, le domicile et le lieu de l’activité professionnelle de cette personne.
Lorsque la demande est présentée au nom d’une personne morale, elle indique la dénomination, la forme juridique, le siège, l’objet de la personne morale, ainsi que l’état civil, le domicile, la profession et la qualité du ou des représentants légaux ou statuaires.
La demande est présentée par la personne physique ou par le ou les représentants légaux ou statuaires de la personne morale ou, le cas échéant, par le locataire-gérant qui exerce ou envisage d’exercer l’activité considérée. Si la direction de l’entreprise est assumée par un préposé ou un gérant, mandataire ou salarié, la demande indique également, dans ce cas, l’état civil, la qualité, le domicile de cette personne qui doit, en outre, justifier qu’elle satisfait aux conditions prévues par l’article L156."
983,984,,2009-23,2010-99,,0,208,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"La demande doit être accompagnée :
de la justification qu’il est satisfait par le ou les demandeurs aux conditions d’aptitude professionnelle spécifiées ci-après ;
de l’attestation de garantie financière suffisante délivrée dans les conditions prévue ci- après ;
de l’attestation d’assurance contre les conséquences pécuniaires de la responsabilité civile professionnelle délivrée dans les conditions ci-après ;
du paiement ou de la justification du paiement du droit prévu;
d’un certificat d’inscription au registre du commerce du tribunal compétent si la personne physique ou l’entreprise est immatriculée à ce registre ou d’un double de la demande si elle doit y être immatriculée ;
d’un justificatif de domicile (attestation de propriété ou quittance de loyer, facture d’électricité, certificat d’imposition délivré par le chef des services fiscaux) datant de moins de 3 mois ;"
984,985,,2009-23,2010-99,,0,209,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Une liste des établissements, succursales, agences ou bureaux, qui dépendent du même déclarant est, s’il y a lieu, jointe à la demande. Cette liste précise la dénomination et l’adresse de chaque établissement, succursale, agence ou bureau, même s’ils ne sont ouverts qu’à titre temporaire.
Le titulaire de la carte professionnelle, son ou ses requérants légaux ou statuaires, s’il s’agit d’une personne morale, avise immédiatement l’autorité compétente qui a délivré la carte, de tout changement d’adresse et de toute ouverture ou fermeture d’établissement, succursale, agence ou bureau."
985,986,,2009-23,2010-99,,0,210,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"En cas de cessation de la garantie financière, de suspension, d’expiration ou de dénonciation du contrat d’assurance contre les conséquences pécuniaires de la responsabilité civile professionnelle, ainsi qu’en cas d’interdiction ou d’incapacité d’exercer, le titulaire de la carte professionnelle doit la restituer immédiatement à l’autorité compétente qui l’a délivrée ; il est tenu, ainsi que toute personne qui en serait porteur, de la remettre sur simple réquisition d’un agent habilité à cet effet."
986,987,,2009-23,2010-99,,0,211,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Une déclaration préalable d’activité est souscrite auprès de l’autorité compétente pour chaque établissement, succursale, agence ou bureau visé à l’article R209 ci-dessus, par la personne qui en assume la direction.
Cette déclaration contient les renseignements mentionnés aux articles précités suivant les cas ainsi que l’indication de l’autorité compétente qui a délivré la carte professionnelle et le numéro de celle- ci. Elle comporte également l’état civil, la qualité et le domicile personnel du déclarant.
Un dossier numéroté est ouvert pour chaque établissement, succursale, agence ou bureau, auprès de l’autorité compétente qui a instruit la demande."
987,988,,2009-23,2010-99,,0,212,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"Pour obtenir la carte de syndic de copropriété professionnelle, sont regardées comme justifiant de l’aptitude professionnelle les personnes qui produisent les diplômes suivants :
soit une maitrise en droit ou en sciences économiques, ou un diplôme délivré par l’Etat ou une Ecole Privée reconnue par l’Etat, sanctionnant des études juridiques, économiques, commerciales, ou immobilières (la construction, l’habitation ou la gestion immobilière), d’un niveau égal ou supérieur ;
soit l’un des diplômes suivants (Diplôme d’aptitude professionnelle aux fonctions de notaire, d’avocat, d’huissier de justice, de géomètres experts).
soit une attestation délivrée par leur ordre respectif aux anciens notaires, aux anciens avocats, aux anciens huissiers de justice, aux anciens géomètres-experts.
soit avoir occupé pendant 5 ans au moins l’un des emplois ou l’une des fonctions suivants :
emploi dans les organismes d’habitations à loyer modéré ;
fonctions de Gérant, de mandataire social ou activité salariée dans une agence immobilière titulaire de la carte professionnelle d’agent immobilier ;
clerc de notaire, clerc d’avocat ou clerc d’huissier ;
expert judiciaire inscrit sur la liste des experts, spécialisé dans le droit immobilier ;
emploi se rattachant à une activité relative aux transactions immobilière ou à la gestion immobilière.
Pour les personnes visées au présent article, une connaissance suffisante de la réglementation en vigueur est requise du demandeur.
Les dispositions prévues aux articles ci-dessus s’appliquent également aux étrangers établis sur le territoire national, sous réserve d’avoir une bonne maîtrise de la langue française."
988,989,,2009-23,2010-99,,0,213,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,,0,,,,,,,"La garantie financière prévue à l’article R208 doit permettre le remboursement des fonds, effets, valeurs remis par les copropriétaires au syndic de copropriété.
Elle résulte :
soit d’un cautionnement déposé par le demandeur dans une Banque et spécialement affecté au remboursement précité ;
soit d’une caution écrite fournie par une entreprise d’assurance agréée à cet effet ;
soit d’une caution écrite fournie par un établissement de crédit habilité à donner caution.
Le montant doit résulter d’une déclaration annuelle signée par le syndic et le Président du Conseil Syndical de chaque copropriété concernée, accompagnée d’une copie certifiée conforme à l’original du Procès verbal d’assemblée ayant désigné le demandeur aux fonctions de syndic de copropriété , d’une copie certifiée conforme du procès-verbal d’assemblée ayant voté l’avance permanente de trésorerie et d’une copie certifiée conforme du relevé bancaire justifiant du dépôt des fonds sur le compte bancaire ouvert au nom du syndicat des copropriétaires par le syndic."
989,990,,2009-23,2010-99,,0,214,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,,0,,,,,,,"Les personnes visées aux articles R212 et suivants doivent justifier qu’elles sont couvertes pour chaque établissement, succursale, agence ou bureau, contre les conséquences pécuniaires la responsabilité civile professionnelle qu’elles peuvent encourir en raison de leurs activités, par un contrat souscrit par elles auprès d’une société d’assurances ou d’un assureur agrée.
Toute suspension de garantie, dénonciation de la tacite reconduction ou résiliation du contrat d’assurance est portée sans délai par la société d’assurance ou l’assureur agréé à la connaissance de l’autorité compétente qui a délivré la carte professionnelle."
990,991,,2009-23,2010-99,,0,215,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"La carte professionnelle est valable un an. Son renouvellement intervient sur présentation à l’autorité compétente, d’une demande écrite conforme aux dispositions précitées.
Sont jointes à cette demande :
une attestation de garantie financière délivrée conformément aux dispositions de l’article R213 ;
une attestation d’assurance contre les conséquences pécuniaires de la responsabilité civile professionnelle délivrée conformément aux dispositions précitées ;
L’autorité compétente vérifie, en se faisant délivrer un extrait original du casier judiciaire datant de moins de 3 mois, que le demandeur n’a pas été frappé de l’une des interdictions ou incapacités d’exercer définies aux articles L156 et L157, depuis la précédente demande.
La nouvelle carte est délivrée, sur remise de l’ancienne, par le préfet du ressort territorial de la copropriété."
991,992,,2009-23,2010-99,,0,216,,2010-01-27,,LIVRE III : DISPOSITIONS FINALES,TITRE II : DISPOSITIONS DIVERSES,,CHAPITRE 2 : L’EXERCICE DE SYNDIC DE COPROPRIETE PROFESSIONNEL,,SOUS_SECTION II : CONTRÔLE TECHNIQUE OBLIGATOIRE,réglementaire,0,,,,,,,"La carte prévue à l’article L156 est délivrée, après l’entrée en vigueur du Code de la Construction, aux personnes physiques ainsi qu’aux représentants légaux ou statuaires des personnes morales qui remplissent les conditions précitées.
Elle ne concerne ni les syndics de copropriété bénévoles, ni les administrateurs ou syndics judiciaires de copropriété."
